Wiki ID,Freebase ID,Movie name,Release date,Revenue,Runtime,Languages,Genres,Noms_Pays,Continent
28178412,/m/0cnxmjr,Mamarazzi,2010-08-25,,,"{""/m/07qv_"": ""Tagalog language"", ""/m/02h40lc"": ""English Language""}","{""/m/0gxblw4"": ""Filipino Movies""}",Philippines,Asia
24282238,/m/07s7rx2,Yamraaj,1998-07-31,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action""}",India,Asia
2642180,/m/07ts2f,Kadosh,1999-06-10,,117.0,"{""/m/03hkp"": ""Hebrew Language""}","{""/m/03q4nz"": ""World cinema"", ""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hj3n34"": ""Feminist Film""}",France,Asia
20018854,/m/04y6hf1,It's Breaking News,2007-10-05,,115.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/02n4lw"": ""Art film"", ""/m/01chg"": ""Bollywood""}",India,Asia
10594195,/m/02qjr0p,Betaab,1983-08-05,,154.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/04t36"": ""Musical"", ""/m/01chg"": ""Bollywood""}",India,Asia
25836931,/m/09v9ywt,Even the Clouds Are Drifting,1959-11-05,,100.0,{},"{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama""}",South Korea,Asia
3459253,/m/09dl0l,Secret of the Telegian,1960-04-10,,85.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/02n4kr"": ""Mystery"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
11220896,/m/02r4288,Baba Kalyani,2006-12-15,,,"{""/m/0999q"": ""Malayalam Language""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",India,Asia
7082486,/m/0h39yl,Aadavari Matalaku Ardhalu Verule,2007-04-27,,,"{""/m/09s02"": ""Telugu language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",India,Asia
31196941,/m/0gjct08,Suryaa: An Awakening,1989-02-10,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
20694087,/m/051w_vb,Kanden Kadhalai,2009-10-30,,,"{""/m/07c9s"": ""Tamil Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",India,Asia
10972420,/m/02qwsng,Final Solution,2004-02-13,,218.0,"{""/m/03k50"": ""Hindi Language"", ""/m/0121sr"": ""Gujarati Language"", ""/m/02hxcvy"": ""Urdu Language""}","{""/m/0jtdp"": ""Documentary""}",India,Asia
23435357,/m/06w7l0s,Do Knot Disturb,2009-10-02,,139.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03q4nz"": ""World cinema"", ""/m/0220p9g"": ""Musical comedy"", ""/m/04t36"": ""Musical"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3mz5"": ""Comedy of Errors"", ""/m/01chg"": ""Bollywood""}",India,Asia
27064671,/m/0bs1p_v,Four Friends,2010-10-28,,,"{""/m/0999q"": ""Malayalam Language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
1094668,/m/045hxr,Asoka,2001-10-26,,176.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03q4nz"": ""World cinema"", ""/m/03g3w"": ""History"", ""/m/06l3bl"": ""Epic"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action"", ""/m/01chg"": ""Bollywood""}",India,Asia
14217965,/m/03cy3md,The Ammunition Hunters,1971-07-29,,,"{""/m/0653m"": ""Standard Mandarin""}","{""/m/02kdv5l"": ""Action"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/03k9fj"": ""Adventure"", ""/m/082gq"": ""War film""}",Hong Kong,Asia
11599737,/m/02rl3k7,26 Years Diary,2007-01-27,3614835.0,131.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02hwhyv"": ""Korean Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/03bxz7"": ""Biographical film"", ""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
11599737,/m/02rl3k7,26 Years Diary,2007-01-27,3614835.0,131.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02hwhyv"": ""Korean Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/03bxz7"": ""Biographical film"", ""/m/0gw5n2f"": ""Japanese Movies""}",South Korea,Asia
29419841,/m/0dsb9n0,Liar Game: The Final Stage,2010-03-06,,133.0,{},"{""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
6488515,/m/0g7889,Satyam Shivam Sundaram,1978-03-22,,172.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01chg"": ""Bollywood"", ""/m/03q4nz"": ""World cinema""}",India,Asia
33459944,/m/0h94_ry,Shakal Pe Mat Ja,2011-11-04,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama""}",India,Asia
7876902,/m/026h68f,Abhilasha,1983-03-11,,,"{""/m/09s02"": ""Telugu language""}","{""/m/03npn"": ""Horror""}",India,Asia
25847898,/m/09v5fbh,Tora-san's Dream-Come-True,1972-12-29,,95.0,{},"{""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
9889964,/m/02pw05g,Baaghi: A Rebel for Love,1990-12-11,,157.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}",India,Asia
17807776,/m/047b7yb,The Magic Hour,2008-06-07,,136.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema""}",Japan,Asia
17635680,/m/0464hw5,Young Breasts,1958-09-08,,90.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/07s9rl0"": ""Drama""}",Japan,Asia
8437284,/m/0273d78,Cash,2007-08-03,,145.0,"{""/m/03k50"": ""Hindi Language"", ""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/01chg"": ""Bollywood""}",India,Asia
5923472,/m/0fds50,Allari Pidugu,2005-10-05,,171.0,"{""/m/09s02"": ""Telugu language""}","{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema"", ""/m/02cqmh"": ""Tollywood""}",India,Asia
35618397,/m/0jkxw_8,Ghar Sansar,1986-07-11,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",India,Asia
23404570,/m/06w2rd_,Sexual Desires in the Ladies' Restroom: Dripping!,1995-11-23,,60.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/02js9"": ""Erotica"", ""/m/01jk9n"": ""Pornographic movie""}",Japan,Asia
32066330,/m/0gw_pc6,Overheard 2,2011-08-18,159000000.0,121.0,"{""/m/012w70"": ""Cantonese"", ""/m/0459q4"": ""Standard Cantonese""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/01jfsb"": ""Thriller""}",Hong Kong,Asia
32066330,/m/0gw_pc6,Overheard 2,2011-08-18,159000000.0,121.0,"{""/m/012w70"": ""Cantonese"", ""/m/0459q4"": ""Standard Cantonese""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/01jfsb"": ""Thriller""}",China,Asia
18195326,/m/04cth_t,Life is Cool,2008-06-12,28100.0,95.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/02l7c8"": ""Romance Film""}",South Korea,Asia
26446859,/m/0bbz4tk,Aido: Slave of Love,1969-05-24,,105.0,{},"{""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
8889869,/m/027ngfy,Apne,2007-06-29,,155.0,"{""/m/03k50"": ""Hindi Language"", ""/m/02h40lc"": ""English Language""}","{""/m/01z02hx"": ""Sports"", ""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",India,Asia
8743599,/m/027h46q,Baazi,1995-04-05,,183.0,"{""/m/03k50"": ""Hindi Language"", ""/m/02hxcvy"": ""Urdu Language""}","{""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/01chg"": ""Bollywood"", ""/m/03q4nz"": ""World cinema""}",India,Asia
23248065,/m/04mmk2w,The Sky Crawlers,2008-08-02,,121.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/0hcr"": ""Animation"", ""/m/0jxy"": ""Anime"", ""/m/02kdv5l"": ""Action"", ""/m/0cq23f0"": ""Sci-Fi Adventure""}",Japan,Asia
15371815,/m/03m6g6g,Neumi,1980-06-13,,100.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/01lrrt"": ""Melodrama""}",South Korea,Asia
31149313,/m/0gh6lcs,Paap Ka Ant,1989-12-08,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",India,Asia
36348802,/m/0k3n8tj,Vulgaria,2012-07-07,,92.0,"{""/m/012w70"": ""Cantonese""}","{""/m/05p553"": ""Comedy film""}",Hong Kong,Asia
26374132,/m/0bbzv0c,Lost Spring,1967-01-14,,91.0,{},"{""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
1358704,/m/04wjg1,The Sword of Doom,1966-01-25,,120.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3m_6"": ""Costume Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/02qqtlj"": ""Samurai cinema"", ""/m/02n4lw"": ""Art film""}",Japan,Asia
31636280,/m/0gx3rq1,Talaash,2012-11-30,,,"{""/m/03k50"": ""Hindi Language"", ""/m/055qm"": ""Marathi Language"", ""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}",India,Asia
10604572,/m/02qj_5b,Rebel Intruders,1980-09-10,,99.0,"{""/m/03115z"": ""Mandarin Chinese""}","{""/m/02kdv5l"": ""Action"", ""/m/04t2t"": ""Martial Arts Film""}",Hong Kong,Asia
25768831,/m/09v8vhk,Third Base,1978-03-25,,102.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
25877696,/m/09v1sb5,Mo hozue wa tsukanai,1979-12-15,,103.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/07s9rl0"": ""Drama""}",Japan,Asia
33083106,/m/0h63vkm,Mere Naam Hai Mohabbat,1975-08-08,,,"{""/m/02hxcvy"": ""Urdu Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",Pakistan,Asia
17884388,/m/047pf_0,Dil Kabaddi,2008-12-05,,130.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}",India,Asia
23467297,/m/06w8b2n,Perfect Mismatch,2009-07-10,,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",India,Asia
3972416,/m/0b9dv_,Robot Taekwon V,1976-07-24,,85.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/02kdv5l"": ""Action""}",South Korea,Asia
15098346,/m/03hhb6g,Aag Ke Sholay,1988-10-14,,138.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/02kdv5l"": ""Action""}",India,Asia
32098888,/m/0gx1gwf,Aar Paar,1985-11-22,,130.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/02kdv5l"": ""Action""}",India,Asia
23593226,/m/06zkdv4,Teree Sang: A Kidult Love Story,2009-08-07,,,"{""/m/03k50"": ""Hindi Language"", ""/m/0688f"": ""Punjabi language"", ""/m/02h40lc"": ""English Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",India,Asia
30710263,/m/0g9_hjj,Fighter,2011-01-07,,160.0,{},"{""/m/02kdv5l"": ""Action""}",India,Asia
27953778,/m/0ch30sk,Dream Home,2010-04-23,,90.0,"{""/m/012w70"": ""Cantonese"", ""/m/0459q4"": ""Standard Cantonese""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/01585b"": ""Slasher"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0gw5qqq"": ""Chinese Movies""}",Hong Kong,Asia
35790655,/m/0jt1c7n,Putham Pudhu Payanam,1991-11-22,,120.0,"{""/m/07c9s"": ""Tamil Language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
35288836,/m/0jwvhp3,New Battles Without Honor and Humanity,2000-10-12,,109.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/07s9rl0"": ""Drama""}",Japan,Asia
5177364,/m/0cgr8nw,Hathyar: Face to Face with Reality,2002-10-18,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",India,Asia
36353254,/m/0k3p2kb,The Reunion,2012-08-15,,,"{""/m/01jb8r"": ""Filipino language"", ""/m/02h40lc"": ""English Language""}","{""/m/05p553"": ""Comedy film""}",Philippines,Asia
5177163,/m/0d6dd5,Kartavya,1979-05-11,,168.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",India,Asia
9650057,/m/02pn3hd,Nenjinile,1999-06-25,,,"{""/m/07c9s"": ""Tamil Language""}","{""/m/02kdv5l"": ""Action""}",India,Asia
26306593,/m/0b775_p,Mittal v/s Mittal,2010-03-19,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
26614442,/m/0bh739w,Black Dalia,2009-04-30,,,"{""/m/0999q"": ""Malayalam Language""}","{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",India,Asia
31187940,/m/0gh83mz,Penn,1954-06-25,,,"{""/m/07c9s"": ""Tamil Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/05p553"": ""Comedy film""}",India,Asia
31646061,/m/0gm7c0h,Arirang,2011-05-13,,90.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema"", ""/m/0jtdp"": ""Documentary""}",South Korea,Asia
17916020,/m/047lb8l,Chicken and Duck Talk,1988-07-14,,95.0,"{""/m/012w70"": ""Cantonese""}","{""/m/01z4y"": ""Comedy"", ""/m/0gw5qqq"": ""Chinese Movies""}",Hong Kong,Asia
34961787,/m/0j438k5,Romeo,2012-07-06,,,"{""/m/09bnf"": ""Kannada Language""}","{""/m/06cvj"": ""Romantic comedy""}",India,Asia
26022150,/m/0b6d4y_,Tora-san Plays Daddy,1987-12-26,,101.0,{},"{""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
17058062,/m/0416_jf,A Thousand Years of Good Prayers,2007-09-01,,83.0,"{""/m/032f6"": ""Persian Language"", ""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language"", ""/m/03115z"": ""Mandarin Chinese""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",Japan,Asia
7335167,/m/0kv5bw,Parampara,1992-05-14,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}",India,Asia
29574385,/m/0dscpvz,Insaaf Main Karoonga,1985-11-22,,137.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",India,Asia
24068072,/m/07kdk2m,Women,1985-06-12,,,"{""/m/0459q4"": ""Standard Cantonese"", ""/m/012w70"": ""Cantonese""}","{""/m/07s9rl0"": ""Drama"", ""/m/0gw5qqq"": ""Chinese Movies""}",Hong Kong,Asia
