level_0,index,Wiki ID,Freebase ID,Movie name,Release date,Revenue,Runtime,Languages,Genres,Noms_Pays,Continent
18037,40129,15398677,/m/03m7297,Anari,1993-05-26,,180.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",India,Asia
18052,40169,7284999,/m/0kv3n8,Aapathbandhavudu,1992-10-09,,,"{""/m/09s02"": ""Telugu language""}","{""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film""}",India,Asia
18058,40182,14793527,/m/03gy3tp,The Marines Who Never Returned,1963-04-11,,110.0,"{""/m/02hwhyv"": ""Korean Language"", ""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}",South Korea,Asia
18059,40183,30747288,/m/02qq2x_,Annadammula Savaal,1978-03-03,,,"{""/m/09s02"": ""Telugu language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
18063,40200,32144568,/m/0h0ty83,Kashmakash,2011-05-20,,145.0,"{""/m/03k50"": ""Hindi Language"", ""/m/01c7y"": ""Bengali Language"", ""/m/02h40lc"": ""English Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",India,Asia
18065,40204,15283053,/m/0gkt2gc,Son of Man,1980-09-24,,110.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/07s9rl0"": ""Drama""}",South Korea,Asia
18069,40220,31359825,/m/0h7wd0b,Angel,2011-02-04,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",India,Asia
18072,40227,26257645,/m/0b75g0m,Happy Flight,2008-11-15,,104.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/05p553"": ""Comedy film"", ""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
18075,40235,30955314,/m/0gg972_,The Happy Life,2007-09-12,8664972.0,112.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/01z4y"": ""Comedy""}",South Korea,Asia
18076,40238,14994019,/m/0gkt2g2,"A Fine, Windy Day",1980-11-27,,113.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/07s9rl0"": ""Drama""}",South Korea,Asia
18082,40255,23051756,/m/064q9qw,Zangiku monogatari,1956-04-23,,112.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
18096,40294,3833665,/m/0b2d2c,Rodan,1956-12-26,,72.0,"{""/m/07qv_"": ""Tagalog language"", ""/m/03_9r"": ""Japanese Language"", ""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language"", ""/m/03115z"": ""Mandarin Chinese""}","{""/m/0g092b"": ""Monster movie"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
18099,40300,33580822,/m/0h91r63,The Wings of the Kirin,2012-01-28,19773978.0,129.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/07s9rl0"": ""Drama""}",Japan,Asia
18102,40309,34394978,/m/0h_czzl,Rajmata Jijau,2011-05-20,,,"{""/m/055qm"": ""Marathi Language""}",{},India,Asia
18116,40339,13763482,/m/03chjqd,Vizontele Tuuba,2004-01-23,,111.0,"{""/m/02hwyss"": ""Turkish Language""}","{""/m/07s9rl0"": ""Drama""}",Turkey,Asia
18117,40340,10311835,/m/02q84s0,Daydream,1964-06-21,,93.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/04k2v3"": ""Pinku eiga"", ""/m/02js9"": ""Erotica"", ""/m/01jk9n"": ""Pornographic movie""}",Japan,Asia
18124,40350,31655548,/m/0gmc2ts,Raja Bakthi,1956-08-03,,150.0,"{""/m/07c9s"": ""Tamil Language""}","{""/m/02p0szs"": ""Historical fiction"", ""/m/06l3bl"": ""Epic""}",India,Asia
18127,40355,29953410,/m/0fqt217,Korean Blockbuster Movies,1999-02-13,,,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/03hn0"": ""Historical drama"", ""/m/082gq"": ""War film""}",South Korea,Asia
18132,40367,31197106,/m/0gjc5m9,C.I.D.,1990-05-25,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",India,Asia
18145,40388,25496280,/m/0kv50v,Manchupallaki,1982-11-19,,,"{""/m/09s02"": ""Telugu language""}","{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama""}",India,Asia
18148,40398,5937490,/m/0ffgdy,Vennela,2005-11-26,,133.0,"{""/m/09s02"": ""Telugu language""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",India,Asia
18157,40414,18862965,/m/04gr3xz,Badhaai Ho Badhaai,2002-06-14,,145.0,"{""/m/03k50"": ""Hindi Language"", ""/m/0688f"": ""Punjabi language""}","{""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema""}",India,Asia
18162,40429,31693866,/m/0gmg0h2,Chittoor Rani Padmini,1963-02-09,,,"{""/m/07c9s"": ""Tamil Language""}","{""/m/02p0szs"": ""Historical fiction""}",India,Asia
18166,40434,26615611,/m/0bh70nt,Abodh,1984-08-10,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/01chg"": ""Bollywood""}",India,Asia
18182,40471,19271269,/m/04ldkl0,Gharjamai,2008-07-11,,,"{""/m/01c7y"": ""Bengali Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",India,Asia
18184,40475,34247405,/m/0hznsw4,Abbaigaru,1993-09-30,,,"{""/m/09s02"": ""Telugu language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
18193,40499,17458139,/m/0465vkp,Rab Ne Bana Di Jodi,2008-12-11,,164.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}",India,Asia
18202,40514,22967899,/m/063yh4_,Kutsukake Tokijirō,1954-07-27,,,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
18203,40515,25430579,/m/09k6vrb,Thambikottai,2011-02-11,,150.0,"{""/m/07c9s"": ""Tamil Language""}","{""/m/02kdv5l"": ""Action""}",India,Asia
18207,40520,27701232,/m/0c413jf,Ringtone,2010-06-04,,,"{""/m/0999q"": ""Malayalam Language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
18210,40525,12867966,/m/02x8lzk,Dhol,2007-09-21,,151.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}",India,Asia
18213,40531,779790,/m/03br82,El Patrullero,1991-12-28,,100.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",Japan,Asia
18217,40537,5066460,/m/0gkt66l,Cheolindo,1930-04-14,,,"{""/m/06ppq"": ""Silent film"", ""/m/02hwhyv"": ""Korean Language""}","{""/m/06ppq"": ""Silent film"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/01g6gs"": ""Black-and-white""}",South Korea,Asia
18246,40610,22611823,/m/05zzkfj,Blood Relation,1963-10-03,,81.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/07s9rl0"": ""Drama""}",South Korea,Asia
18251,40616,36057874,/m/0j_424_,Kattumarakaran,1995-01-15,,150.0,"{""/m/07c9s"": ""Tamil Language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
18256,40629,17298868,/m/043n0v_,Ip Man,2008-12-12,21888598.0,107.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/0459q4"": ""Standard Cantonese"", ""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}","{""/m/017fp"": ""Biography"", ""/m/03q4nz"": ""World cinema"", ""/m/03g3w"": ""History"", ""/m/02p0szs"": ""Historical fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04xvlr"": ""Period piece"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/03bxz7"": ""Biographical film"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies""}",Hong Kong,Asia
18256,40629,17298868,/m/043n0v_,Ip Man,2008-12-12,21888598.0,107.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/0459q4"": ""Standard Cantonese"", ""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}","{""/m/017fp"": ""Biography"", ""/m/03q4nz"": ""World cinema"", ""/m/03g3w"": ""History"", ""/m/02p0szs"": ""Historical fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04xvlr"": ""Period piece"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/03bxz7"": ""Biographical film"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies""}",China,Asia
18257,40630,13715502,/m/03cg0sh,Entrails of a Virgin,1986-05-31,,72.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/04k2v3"": ""Pinku eiga"", ""/m/03npn"": ""Horror"", ""/m/02js9"": ""Erotica"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
18276,40662,10791886,/m/02qq2_d,Sadhurangam,2010-01-14,,,"{""/m/07c9s"": ""Tamil Language""}","{""/m/03mqtr"": ""Political drama""}",India,Asia
18278,40664,2717390,/m/07zrny,Anjaam,1994-04-22,,171.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/01chg"": ""Bollywood""}",India,Asia
18282,40675,25989167,/m/0b6hjb6,Rampo,1994-06-25,,100.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/02n4kr"": ""Mystery"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/07s9rl0"": ""Drama""}",Japan,Asia
18287,40685,5870620,/m/0fb0d5,Shakti,1982-09-22,,178.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema"", ""/m/01chg"": ""Bollywood""}",India,Asia
18289,40690,23819012,/m/06_wws1,Uchū Senkan Yamato: Fukkatsu hen,2009-12-12,,135.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03k9fj"": ""Adventure"", ""/m/0hcr"": ""Animation"", ""/m/0jxy"": ""Anime"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}",Japan,Asia
18291,40696,14850708,/m/03g_25f,Bandits from Shantung,1972-03-03,,,"{""/m/0653m"": ""Standard Mandarin""}","{""/m/08322"": ""Wuxia"", ""/m/0gw5qqq"": ""Chinese Movies""}",Hong Kong,Asia
18299,40710,11389149,/m/02r9vpx,Fall Guy,1982-10-09,,108.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema""}",Japan,Asia
18300,40712,15400679,/m/03m74d_,Silsila Hai Pyar Ka,1999-04-08,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",India,Asia
18304,40723,8383529,/m/0271k9p,Run,2004-05-14,,137.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03q4nz"": ""World cinema"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}",India,Asia
18307,40730,2620960,/m/07s9pc,Phoenix 2772,1980-03-15,,122.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0jxy"": ""Anime"", ""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
18309,40733,5555696,/m/07s491k,Oseam,2003-04-25,,77.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/0hcr"": ""Animation""}",South Korea,Asia
18321,40764,26624006,/m/0bh98sw,Nandhuni,2009-02-26,,,"{""/m/0999q"": ""Malayalam Language""}",{},India,Asia
18324,40770,20549301,/m/051x83q,Paramesha Panwala,2008-12-05,,,"{""/m/09bnf"": ""Kannada Language""}","{""/m/07s9rl0"": ""Drama""}",India,Asia
18326,40774,36087627,/m/0j_7664,Do Matwale,1991-05-03,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/02kdv5l"": ""Action""}",India,Asia
18331,40783,6641217,/m/0gfrt6,Athanokkade,2005-05-07,,146.0,"{""/m/09s02"": ""Telugu language""}","{""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/01chg"": ""Bollywood"", ""/m/03q4nz"": ""World cinema""}",India,Asia
18334,40795,13578304,/m/03c9ynn,Khudgarz,1987-07-31,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama"", ""/m/04t36"": ""Musical""}",India,Asia
18337,40799,28159094,/m/0cm9b24,Delivery Health Girl: The Moisture of Silken Skin,2002-09-19,,60.0,{},"{""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
18342,40807,34984537,/m/0j63yw7,Param Vir Chakra,1995-03-31,,170.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/02kdv5l"": ""Action"", ""/m/082gq"": ""War film""}",India,Asia
18357,40855,24620793,/m/080b23l,Love Will Tear Us Apart,1999-05-17,,109.0,{},"{""/m/0gw5qqq"": ""Chinese Movies""}",Hong Kong,Asia
18370,40888,21024459,/m/05b07p2,Inazuma Kaidō,1957-09-21,,78.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
18385,40916,16184187,/m/03wc6q1,Popcorn Khao! Mast Ho Jao,2004-10-01,,138.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema""}",India,Asia
18390,40924,20144640,/m/0gkt3qk,Dae Jang-hwa Hong-ryeon jeon,1962-03-29,,115.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/07s9rl0"": ""Drama""}",South Korea,Asia
18391,40927,2856257,/m/0874xs,Hungama,2003-08-01,,153.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/01chg"": ""Bollywood""}",India,Asia
18394,40935,9417884,/m/028810w,A Millionaire's First Love,2006-02-09,,116.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/068d7h"": ""Romantic drama""}",South Korea,Asia
18398,40941,26892787,/m/0bm9qlp,The Brave Archer 2,1978-05-13,,110.0,"{""/m/0653m"": ""Standard Mandarin""}","{""/m/08322"": ""Wuxia"", ""/m/0gw5qqq"": ""Chinese Movies""}",Hong Kong,Asia
18399,40945,19620290,/m/04mzlrp,Ninaithale Inikkum,2009-09-04,,,"{""/m/07c9s"": ""Tamil Language""}","{""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama""}",India,Asia
18405,40953,35851448,/m/0jwxptt,Majaal,1987-04-24,,,"{""/m/03k50"": ""Hindi Language""}",{},India,Asia
18416,40978,1899087,/m/064qv_,Andarivaadu,2005-06-04,,162.0,"{""/m/09s02"": ""Telugu language""}","{""/m/01z4y"": ""Comedy"", ""/m/02cqmh"": ""Tollywood""}",India,Asia
18429,41014,25464794,/m/09k6v37,Rakshasudu,1986-10-02,,,"{""/m/07c9s"": ""Tamil Language"", ""/m/09s02"": ""Telugu language""}","{""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",India,Asia
18433,41025,34655947,/m/0j288x6,Bramma,1991-11-05,,,"{""/m/07c9s"": ""Tamil Language""}",{},India,Asia
18436,41032,35254495,/m/0j7kdhd,Fatal Termination,1990-03-03,,89.0,{},"{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action""}",Hong Kong,Asia
18441,41041,27126135,/m/0bwk1xf,Pothan Vava,2006-10-21,,,"{""/m/0999q"": ""Malayalam Language""}","{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",India,Asia
18442,41042,34614629,/m/0j28v8j,Nadigan,1990-11-30,,,"{""/m/07c9s"": ""Tamil Language""}",{},India,Asia
18453,41067,624433,/m/02xx4s,Fallen Angels,1996-09-06,,97.0,"{""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03q4nz"": ""World cinema"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/0gw5qqq"": ""Chinese Movies""}",Hong Kong,Asia
18457,41078,2405606,/m/079tvk,Seven Swords,2005-07-25,,118.0,"{""/m/0459q4"": ""Standard Cantonese"", ""/m/02hwhyv"": ""Korean Language"", ""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}","{""/m/08322"": ""Wuxia"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies""}",Hong Kong,Asia
18457,41078,2405606,/m/079tvk,Seven Swords,2005-07-25,,118.0,"{""/m/0459q4"": ""Standard Cantonese"", ""/m/02hwhyv"": ""Korean Language"", ""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}","{""/m/08322"": ""Wuxia"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies""}",China,Asia
18457,41078,2405606,/m/079tvk,Seven Swords,2005-07-25,,118.0,"{""/m/0459q4"": ""Standard Cantonese"", ""/m/02hwhyv"": ""Korean Language"", ""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}","{""/m/08322"": ""Wuxia"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies""}",South Korea,Asia
18473,41121,7666236,/m/0kvdp4,Arunachalam,1999-08-14,,153.0,"{""/m/09s02"": ""Telugu language"", ""/m/07c9s"": ""Tamil Language""}","{""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema""}",India,Asia
18476,41126,26668118,/m/0bmhmz2,Little Dragon Maiden,1983-12-12,,92.0,"{""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}","{""/m/08322"": ""Wuxia"", ""/m/02kdv5l"": ""Action"", ""/m/01hmnh"": ""Fantasy"", ""/m/02l7c8"": ""Romance Film"", ""/m/0gw5qqq"": ""Chinese Movies""}",Hong Kong,Asia
18477,41127,33192470,/m/0h63l7l,Wanted,2010-04-30,,164.0,"{""/m/01c7y"": ""Bengali Language""}","{""/m/02kdv5l"": ""Action""}",India,Asia
18493,41171,34296596,/m/0hzm98g,Surakshaa,1995-03-03,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",India,Asia
18499,41186,2428326,/m/07cc8z,Baazigar,1993-11-12,,181.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/01lrrt"": ""Melodrama"", ""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/01chg"": ""Bollywood""}",India,Asia
18510,41204,35473056,/m/0j9p6qy,Imtihan,1974-05-31,,,"{""/m/03k50"": ""Hindi Language"", ""/m/0hlyy"": ""Hindustani language""}","{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama""}",India,Asia
18514,41210,10952448,/m/0gkt2jn,Come Tomorrow,2003-11-14,,97.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/01z4y"": ""Comedy""}",South Korea,Asia
18515,41211,25847709,/m/09v91h2,Tora-san's Dear Old Home,1972-08-05,,108.0,{},"{""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
18517,41214,21533692,/m/05h534y,Bhalobasa Bhalobasa,1985-01-23,,120.0,"{""/m/01c7y"": ""Bengali Language""}","{""/m/02l7c8"": ""Romance Film""}",India,Asia
18522,41225,13356795,/m/03c2r59,Puzzle,2006-09-14,1385630.0,91.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03q4nz"": ""World cinema"", ""/m/09blyk"": ""Psychological thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/02kdv5l"": ""Action""}",South Korea,Asia
18523,41226,5251162,/m/0d9zpy,Kinamand,2002-12-19,,88.0,"{""/m/01r2l"": ""Chinese language"", ""/m/0653m"": ""Standard Mandarin"", ""/m/0295r"": ""Danish Language""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/0gw5qqq"": ""Chinese Movies""}",China,Asia
18530,41238,21096065,/m/05c4h4b,The New China,1952-03-08,,,{},"{""/m/0gw5qqq"": ""Chinese Movies"", ""/m/0jtdp"": ""Documentary""}",China,Asia
18532,41242,10778819,/m/02qpqt3,Sabse Bada Rupaiya,1976-03-31,,138.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}",India,Asia
18534,41244,4742022,/m/0ckyfk,Fly Me to Polaris,1999-08-21,,95.0,"{""/m/012w70"": ""Cantonese""}","{""/m/0gw5qqq"": ""Chinese Movies""}",Hong Kong,Asia
18547,41263,11235291,/m/02r4l5h,Ahsaas,1979-10-26,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/02l7c8"": ""Romance Film""}",India,Asia
18549,41266,20927392,/m/04q00lw,My Name is Khan,2010-02-11,,128.0,"{""/m/03k50"": ""Hindi Language"", ""/m/02hxcvy"": ""Urdu Language"", ""/m/02h40lc"": ""English Language""}","{""/m/04228s"": ""Road movie"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema"", ""/m/01chg"": ""Bollywood""}",India,Asia
18559,41284,18631150,/m/04gvkkz,Ultraman,1967-07-22,,79.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
18573,41323,4704201,/m/0cj6h3,The Giant Mechanical Soldier of Karakuri Castle,2006-03-04,,94.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/0hcr"": ""Animation"", ""/m/0jxy"": ""Anime"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",Japan,Asia
18581,41347,35623226,/m/0jkvmj5,Do Waqt Ki Roti,1988-12-31,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/02kdv5l"": ""Action""}",India,Asia
18601,41389,36131759,/m/0k0kbqv,Machhli Jal Ki Rani Hai,2012-10-26,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/03npn"": ""Horror""}",India,Asia
18602,41390,13873910,/m/03clwh6,Virgin Snow,2007-05-12,1583867.0,102.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02hwhyv"": ""Korean Language"", ""/m/02h40lc"": ""English Language""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/0gw5n2f"": ""Japanese Movies""}",Japan,Asia
18602,41390,13873910,/m/03clwh6,Virgin Snow,2007-05-12,1583867.0,102.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02hwhyv"": ""Korean Language"", ""/m/02h40lc"": ""English Language""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/0gw5n2f"": ""Japanese Movies""}",South Korea,Asia
18609,41406,3920769,/m/0b6w39,Anamika,2008-05-02,,120.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01chg"": ""Bollywood"", ""/m/03q4nz"": ""World cinema""}",India,Asia
18616,41415,2129869,/m/06p3sp,"Whatever Will Be, Will Be",1995-08-16,,,"{""/m/0459q4"": ""Standard Cantonese""}","{""/m/02l7c8"": ""Romance Film"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/0gw5qqq"": ""Chinese Movies"", ""/m/01z4y"": ""Comedy""}",Hong Kong,Asia
18622,41430,5388746,/m/0djlzs,Nightmare,2000-07-29,,97.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/03q4nz"": ""World cinema""}",South Korea,Asia
