level_0,index,Wiki ID,Freebase ID,Movie name,Release date,Revenue,Runtime,Languages,Genres,Noms_Pays,Continent
15148,33780,28427194,/m/0crc_s6,Cairo Exit,2010-12-17,,96.0,"{""/m/0jzc"": ""Arabic Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",Egypt,Africa
15210,33929,28703812,/m/0cz940h,Microphone,2010-09-14,,120.0,"{""/m/0jzc"": ""Arabic Language""}","{""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/01z4y"": ""Comedy""}",Egypt,Africa
15308,34139,22629807,/m/05zvq9x,Running Riot,2006-12-15,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/05p553"": ""Comedy film""}",South Africa,Africa
15368,34252,35615490,/m/0jl0_99,After the Battle,2012-05-17,,116.0,"{""/m/0jzc"": ""Arabic Language""}","{""/m/03g3w"": ""History"", ""/m/07s9rl0"": ""Drama"", ""/m/03hn0"": ""Historical drama""}",Egypt,Africa
15384,34294,28076317,/m/0cmcvwj,Diamond Walkers,1965-08-20,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure""}",South Africa,Africa
15550,34643,1433069,/m/05142y,Yesterday,2004-09-03,,96.0,"{""/m/0gndv"": ""Zulu Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/02n4lw"": ""Art film""}",South Africa,Africa
15709,34986,7352271,/m/0kv5nj,Rendition,2007-09-07,27038732.0,122.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}",South Africa,Africa
16025,35738,25434279,/m/09k6786,Bled Number One,2006-06-07,,104.0,{},"{""/m/07s9rl0"": ""Drama""}",Algeria,Africa
16321,36353,35159090,/m/0j65m5_,Macadam Tribu,1996-09-08,,90.0,"{""/m/064_8sq"": ""French Language""}","{""/m/01t_vv"": ""Comedy-drama""}",Mali,Africa
16321,36353,35159090,/m/0j65m5_,Macadam Tribu,1996-09-08,,90.0,"{""/m/064_8sq"": ""French Language""}","{""/m/01t_vv"": ""Comedy-drama""}",Congo,Africa
16500,36753,30067448,/m/0g59jzx,Golden Rendezvous,1977-12-25,,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction""}",South Africa,Africa
16616,36996,3579131,/m/09mt21,To Whom Does the World Belong?,1932-05-14,,80.0,"{""/m/04306rv"": ""German Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white""}",South Africa,Africa
16748,37293,21939688,/m/07yk1xz,Invictus,2009-12-03,122233971.0,135.0,"{""/m/0x82"": ""Afrikaans Language"", ""/m/0dds9"": ""M\u0101ori language"", ""/m/02h40lc"": ""English Language""}","{""/m/017fp"": ""Biography"", ""/m/03g3w"": ""History"", ""/m/060__y"": ""Film adaptation"", ""/m/01z02hx"": ""Sports"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/03mqtr"": ""Political drama""}",South Africa,Africa
16847,37521,27422005,/m/0c035hy,Noor Eieny,2010-05-12,,,{},"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/05p553"": ""Comedy film""}",Egypt,Africa
16852,37538,27296947,/m/0bx_47b,Mortu Nega,1990-03-07,,85.0,"{""/m/05zjd"": ""Portuguese Language"", ""/m/0bv_f3s"": ""Kriolu""}","{""/m/02p0szs"": ""Historical fiction"", ""/m/07s9rl0"": ""Drama""}",Guinea-Bissau,Africa
16990,37849,985537,/m/03ws3t,Allan Quatermain and the Lost City of Gold,1987-05-16,3751699.0,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hj3n96"": ""Jungle Film"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure"", ""/m/01z4y"": ""Comedy""}",Zimbabwe,Africa
17081,38044,33418772,/m/0h94k90,Eternity,2010-12-24,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror""}",South Africa,Africa
17140,38163,34985175,/m/0j63klx,HM HM,2005-09-01,,,{},"{""/m/02hmvc"": ""Short Film"", ""/m/0hcr"": ""Animation""}",Egypt,Africa
17304,38514,26939387,/m/0bmbqlp,The Figurine,2009-02-06,,,{},"{""/m/01jfsb"": ""Thriller""}",Nigeria,Africa
17307,38521,8592074,/m/02794_3,The Yacoubian Building,2006-06-21,,165.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0hn10"": ""LGBT"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/0clz1b"": ""Slice of life story"", ""/m/03q4nz"": ""World cinema""}",Egypt,Africa
17314,38539,24633119,/m/080q0x4,The Other,1999-05-26,,106.0,"{""/m/0jzc"": ""Arabic Language""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03mqtr"": ""Political drama"", ""/m/03q4nz"": ""World cinema""}",Egypt,Africa
17362,38662,6789650,/m/0gp13q,Moolaadé,2004-05-15,,124.0,"{""/m/01gdq"": ""Bambara language"", ""/m/064_8sq"": ""French Language""}","{""/m/07s9rl0"": ""Drama""}",Senegal,Africa
17362,38662,6789650,/m/0gp13q,Moolaadé,2004-05-15,,124.0,"{""/m/01gdq"": ""Bambara language"", ""/m/064_8sq"": ""French Language""}","{""/m/07s9rl0"": ""Drama""}",Burkina Faso,Africa
17362,38662,6789650,/m/0gp13q,Moolaadé,2004-05-15,,124.0,"{""/m/01gdq"": ""Bambara language"", ""/m/064_8sq"": ""French Language""}","{""/m/07s9rl0"": ""Drama""}",Cameroon,Africa
17362,38662,6789650,/m/0gp13q,Moolaadé,2004-05-15,,124.0,"{""/m/01gdq"": ""Bambara language"", ""/m/064_8sq"": ""French Language""}","{""/m/07s9rl0"": ""Drama""}",Morocco,Africa
17362,38662,6789650,/m/0gp13q,Moolaadé,2004-05-15,,124.0,"{""/m/01gdq"": ""Bambara language"", ""/m/064_8sq"": ""French Language""}","{""/m/07s9rl0"": ""Drama""}",Tunisia,Africa
17579,39174,12714295,/m/08h8bc,The Last Legion,2007-04-19,25303038.0,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/01lmb_"": ""Sword and Sandal"", ""/m/03k9fj"": ""Adventure"", ""/m/04xvh5"": ""Costume drama"", ""/m/02p0szs"": ""Historical fiction"", ""/m/06l3bl"": ""Epic"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04xvlr"": ""Period piece"", ""/m/01hmnh"": ""Fantasy"", ""/m/082gq"": ""War film"", ""/m/0hj3n6f"": ""Historical Epic"", ""/m/02kdv5l"": ""Action""}",Tunisia,Africa
17591,39200,9506553,/m/02ph1zv,Ghazal Al Banat,1949-09-15,,120.0,"{""/m/0jzc"": ""Arabic Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/04t36"": ""Musical"", ""/m/05p553"": ""Comedy film""}",Egypt,Africa
17601,39217,23348173,/m/06w8lr9,Dambé: The Mali Project,2008-02-16,,93.0,"{""/m/064_8sq"": ""French Language"", ""/m/03x42"": ""Irish"", ""/m/02h40lc"": ""English Language""}","{""/m/04rlf"": ""Music"", ""/m/04t36"": ""Musical"", ""/m/0jtdp"": ""Documentary""}",Mali,Africa
17791,39595,10526261,/m/02qgrl6,Dangerous Ground,1997-02-12,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/03mqtr"": ""Political drama"", ""/m/0219x_"": ""Indie""}",South Africa,Africa
17909,39850,20361883,/m/04zxhjd,Mr Bones 2: Back from the Past,2008-11-27,,,"{""/m/071dl"": ""South African English""}","{""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/01z4y"": ""Comedy""}",South Africa,Africa
17952,39951,33583658,/m/0b_tjqc,Oh Islam,1961-10-20,,97.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/02bjrlw"": ""Italian Language""}","{""/m/07s9rl0"": ""Drama""}",Egypt,Africa
18222,40550,34992963,/m/0j660b5,Les Damnés de la mer,2008-11-22,,71.0,"{""/m/06mp7"": ""Swedish Language"", ""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0jtdp"": ""Documentary""}",Morocco,Africa
18253,40623,20520132,/m/051vh1b,Skin,2009-10-30,,107.0,"{""/m/0gndv"": ""Zulu Language"", ""/m/02h40lc"": ""English Language""}","{""/m/02n4kr"": ""Mystery"", ""/m/03bxz7"": ""Biographical film"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",South Africa,Africa
18280,40666,35005629,/m/04swmvf,Victoire Terminus,2008-02-10,,80.0,{},"{""/m/0jtdp"": ""Documentary""}",Democratic Republic of the Congo,Africa
18355,40849,34593257,/m/0j254_z,Mad Buddies,2012-06-22,,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/05p553"": ""Comedy film""}",South Africa,Africa
18671,41523,24640841,/m/080b28t,Genesis,1999-05-16,,102.0,{},"{""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",Mali,Africa
18693,41570,15120158,/m/03hj3r6,K,2002-08-31,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01hmnh"": ""Fantasy"", ""/m/07s9rl0"": ""Drama""}",Morocco,Africa
18865,41953,24778429,/m/0809dhk,From a Whisper,2009-10-09,,79.0,{},"{""/m/07s9rl0"": ""Drama""}",Kenya,Africa
18919,42068,3297470,/m/0941q7,Pirates,1986-05-08,6341825.0,124.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/02qvnvs"": ""Swashbuckler films"", ""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy"", ""/m/03k9fj"": ""Adventure""}",Tunisia,Africa
19362,43099,19268816,/m/04lhqgw,The Hellions,1961-11-02,,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0hfjk"": ""Western"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure""}",South Africa,Africa
19690,43795,25253963,/m/09glp2f,Alexandria... New York,2004-07-07,,130.0,{},"{""/m/04rlf"": ""Music"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",Egypt,Africa
19745,43923,35005207,/m/0j66vd2,Giran,2009-10-10,,105.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0jtdp"": ""Documentary""}",Egypt,Africa
20023,44570,34952986,/m/0j4283s,Gharam wa intiqam,1944-12-10,,,"{""/m/0jzc"": ""Arabic Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/04t36"": ""Musical""}",Egypt,Africa
20304,45217,24751608,/m/080nskf,Hijack Stories,2000-09-10,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama""}",South Africa,Africa
20315,45250,34953673,/m/0j465wg,La Maison jaune,2007-08-08,,84.0,"{""/m/0jzc"": ""Arabic Language""}","{""/m/07s9rl0"": ""Drama""}",Algeria,Africa
20361,45349,22264562,/m/05q95_7,Final Solution,2001-11-13,,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",South Africa,Africa
20841,46413,9124584,/m/027yk9t,Maw`ed Ma` al-Sa`adah,1954-12-27,,,"{""/m/0jzc"": ""Arabic Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",Egypt,Africa
21068,46899,20329270,/m/04zxw85,Mandela,1995-10-11,,118.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0cshrf"": ""Political cinema"", ""/m/03g3w"": ""History"", ""/m/03q4nz"": ""World cinema"", ""/m/0jtdp"": ""Documentary""}",South Africa,Africa
21245,47284,10475655,/m/02qf7sl,"Cry, the Beloved Country",1995-09-14,676525.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/03mqtr"": ""Political drama"", ""/m/05bh16v"": ""Courtroom Drama""}",South Africa,Africa
21606,48037,24912855,/m/09gn4yf,Rachida,2002-05-21,,100.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/02n4lw"": ""Art film"", ""/m/03q4nz"": ""World cinema""}",Algeria,Africa
21652,48130,7363831,/m/0kv5_k,Abdulla the Great,1955-02-01,,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/068d7h"": ""Romantic drama"", ""/m/07s9rl0"": ""Drama""}",Egypt,Africa
21808,48476,2268290,/m/06_kqh,Dracula 3000,2004-12-07,,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror""}",South Africa,Africa
21919,48731,24408850,/m/07s4vxg,Mossane,1997-09-12,,105.0,"{""/m/02hwrpy"": ""Wolof Language""}","{""/m/07s9rl0"": ""Drama""}",Senegal,Africa
21927,48749,5776416,/m/0f3_wx,La Isla misteriosa y el capitán Nemo,1973-03-17,,96.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure""}",Cameroon,Africa
22019,48954,34973243,/m/0j63lmt,Papy,2009-07-27,,53.0,"{""/m/064_8sq"": ""French Language""}",{},Democratic Republic of the Congo,Africa
22345,49739,30528819,/m/0crtsl1,The Bang Bang Club,2010-09-15,,113.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/03mqtr"": ""Political drama"", ""/m/060__y"": ""Film adaptation""}",South Africa,Africa
22676,50429,1367502,/m/04x4pl,A Dry White Season,1989-09-22,,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/02qfv5d"": ""Political thriller"", ""/m/03mqtr"": ""Political drama"", ""/m/05bh16v"": ""Courtroom Drama""}",South Africa,Africa
23029,51250,15403744,/m/03m77q5,Barakat!,2006-02-16,,94.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",Algeria,Africa
23208,51644,9543722,/m/02pjfgv,Full of It,2007-03-02,486722.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen""}",South Africa,Africa
23236,51706,32552492,/m/0bvstpq,Winnie,2011-09-16,,104.0,"{""/m/0nl8g"": ""Xhosa Language"", ""/m/0t_2"": ""American English""}","{""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",South Africa,Africa
23248,51734,27707376,/m/0c3vnhx,Schuks Tshabalala's Survival Guide to South Africa,2010-05-28,,,"{""/m/071dl"": ""South African English""}","{""/m/05p553"": ""Comedy film""}",South Africa,Africa
23433,52166,34983972,/m/0j66_kc,Z'har,2009-12-12,,78.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language""}","{""/m/07s9rl0"": ""Drama""}",Algeria,Africa
23625,52561,3768444,/m/09z_0w,Mercenary for Justice,2006-04-25,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",South Africa,Africa
23638,52586,23823057,/m/06_ww_q,Disgrace,2008-09-06,42122574.0,119.0,"{""/m/0nl8g"": ""Xhosa Language"", ""/m/0x82"": ""Afrikaans Language"", ""/m/0gndv"": ""Zulu Language"", ""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama""}",South Africa,Africa
23753,52826,28967686,/m/0dgq0j4,Soweto Green,1995-03-24,,100.0,{},"{""/m/05p553"": ""Comedy film"", ""/m/02l7c8"": ""Romance Film""}",South Africa,Africa
23890,53138,25879809,/m/04_smhx,Omar & Salma,2007-06-06,,,"{""/m/0jzc"": ""Arabic Language""}","{""/m/02l7c8"": ""Romance Film""}",Egypt,Africa
23892,53140,25336049,/m/09g7xyn,Delwende,2005-05-13,,90.0,{},"{""/m/07s9rl0"": ""Drama""}",Burkina Faso,Africa
23955,53270,34878688,/m/0j44kj_,Angus Buchan's Ordinary People,2012-04-05,,115.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama""}",South Africa,Africa
24130,53683,35348995,/m/0j9kl5f,Normal!,2011-10-28,,111.0,"{""/m/0jzc"": ""Arabic Language""}","{""/m/07s9rl0"": ""Drama""}",Algeria,Africa
24203,53856,34953586,/m/0j4337g,Anger of the Gods,2003-05-16,,95.0,"{""/m/064_8sq"": ""French Language""}","{""/m/07s9rl0"": ""Drama""}",Burkina Faso,Africa
24256,53972,23732217,/m/06zsvsq,Return of a Citizen,1986-10-13,,,"{""/m/0jzc"": ""Arabic Language""}","{""/m/07s9rl0"": ""Drama""}",Egypt,Africa
24336,54148,24491625,/m/080k99d,Destiny,1997-05-09,,135.0,"{""/m/0jzc"": ""Arabic Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/04t36"": ""Musical"", ""/m/01z4y"": ""Comedy"", ""/m/03hn0"": ""Historical drama""}",Egypt,Africa
24551,54618,18416097,/m/04f5h76,Hassan and Marcus,2008-08-01,,112.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/034f9_"": ""Egyptian Arabic""}","{""/m/07s9rl0"": ""Drama""}",Egypt,Africa
24936,55522,23463876,/m/06w6vcm,Asef Ala Al Izaag,2008-07-23,,115.0,"{""/m/0jzc"": ""Arabic Language""}","{""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",Egypt,Africa
24942,55534,25717721,/m/09v72cj,Hassan and Nayima,1959-10-18,,104.0,{},"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",Egypt,Africa
25207,56123,10568132,/m/02qh_bt,Nahr al-Hob,1960-12-12,,120.0,"{""/m/0jzc"": ""Arabic Language""}","{""/m/02l7c8"": ""Romance Film""}",Egypt,Africa
25401,56557,31727546,/m/0dj9zxj,The First Grader,2010-09-04,714722.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03bxz7"": ""Biographical film"", ""/m/07s9rl0"": ""Drama""}",Kenya,Africa
25533,56863,2103169,/m/06m9yj,Red Scorpion,1989-04-19,4192440.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0cq22f9"": ""Action Thrillers"", ""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/03btsm8"": ""Action/Adventure""}",South Africa,Africa
25666,57144,3624365,/m/09qnl9,Tsotsi,2005-12-23,9879971.0,94.0,"{""/m/0nl8g"": ""Xhosa Language"", ""/m/0x82"": ""Afrikaans Language"", ""/m/0gndv"": ""Zulu Language"", ""/m/01vp3n"": ""Sotho language"", ""/m/02h40lc"": ""English Language""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3n01"": ""Crime Drama""}",South Africa,Africa
25835,57509,16451841,/m/03y4nzy,Flashbacks of a Fool,2008-04-18,1107542.0,110.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",South Africa,Africa
25944,57762,3136201,/m/08trw5,Lion of the Desert,1981-04-17,,163.0,"{""/m/02h40lc"": ""English Language""}","{""/m/082gq"": ""War film"", ""/m/06l3bl"": ""Epic"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/05swd"": ""Propaganda film"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/07s9rl0"": ""Drama"", ""/m/03bxz7"": ""Biographical film"", ""/m/0hj3n6f"": ""Historical Epic"", ""/m/0hj3mz0"": ""Combat Films""}",Libya,Africa
26407,58807,12205532,/m/02vvtgl,Paljas,1998-01-23,,,"{""/m/0x82"": ""Afrikaans Language""}","{""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama""}",South Africa,Africa
26410,58817,12496727,/m/02w90vl,Flood,2007-04-09,,185.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/01jfsb"": ""Thriller"", ""/m/01drsx"": ""Disaster"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",South Africa,Africa
26614,59259,28995043,/m/07yxzd3,The Traveller,2009-09-10,,125.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/034f9_"": ""Egyptian Arabic""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",Egypt,Africa
26700,59454,23395906,/m/06w8454,Adieu Bonaparte,1985-05-17,,115.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language""}","{""/m/03hn0"": ""Historical drama""}",Egypt,Africa
26725,59522,25348781,/m/09gjp__,Time,1999-12-03,,,"{""/m/07c9s"": ""Tamil Language""}","{""/m/02hmvc"": ""Short Film"", ""/m/06n90"": ""Science Fiction"", ""/m/07s9rl0"": ""Drama""}",South Africa,Africa
26862,59835,568666,/m/02qz53,The Stranger,1967-10-14,,104.0,"{""/m/064_8sq"": ""French Language"", ""/m/02bjrlw"": ""Italian Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema"", ""/m/060__y"": ""Film adaptation""}",Algeria,Africa
27117,60370,34953991,/m/0j46hcd,Le Déchaussé,2003-08-08,,35.0,"{""/m/064_8sq"": ""French Language""}","{""/m/02hmvc"": ""Short Film""}",Senegal,Africa
27257,60696,34933965,/m/0j46040,Abandon de poste,2010-06-22,,15.0,"{""/m/064_8sq"": ""French Language""}","{""/m/02hmvc"": ""Short Film"", ""/m/01hmnh"": ""Fantasy""}",Morocco,Africa
27465,61205,35012613,/m/0j62g2f,Jazz Mama,2010-10-20,,30.0,"{""/m/064_8sq"": ""French Language""}","{""/m/02hmvc"": ""Short Film"", ""/m/0jtdp"": ""Documentary""}",Democratic Republic of the Congo,Africa
27616,61571,25322985,/m/09gdmzz,The Gate of Sun,2004-05-18,,278.0,{},"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}",Egypt,Africa
27616,61571,25322985,/m/09gdmzz,The Gate of Sun,2004-05-18,,278.0,{},"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}",Morocco,Africa
27617,61574,34982234,/m/0j62lk8,Talfaza Jaya,2006-07-18,,95.0,{},"{""/m/05p553"": ""Comedy film""}",Tunisia,Africa
28294,63045,3373582,/m/0987tg,The Boys of Baraka,2005-11-30,,84.0,"{""/m/02h40lc"": ""English Language""}","{""/m/02jfc"": ""Education"", ""/m/0hj3n07"": ""Culture & Society"", ""/m/075fzd"": ""Social issues"", ""/m/0jtdp"": ""Documentary""}",Kenya,Africa
28368,63205,35004972,/m/0j65r_v,"Eldridge Cleaver, Black Panther",1970-08-24,,75.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0jtdp"": ""Documentary""}",Algeria,Africa
28533,63589,4778690,/m/0cmw3v,Exodus Decoded,2006-04-16,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0jtdp"": ""Documentary""}",Egypt,Africa
29082,64811,10406957,/m/02qbz8r,Al-Zawjah al-Azra',1958-09-14,,,"{""/m/0jzc"": ""Arabic Language""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery""}",Egypt,Africa
29137,64964,3119257,/m/08sp55,Doomsday,2008-03-14,22211426.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/094ddt"": ""Doomsday film"", ""/m/03p15s3"": ""Plague"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01drsx"": ""Disaster"", ""/m/02kdv5l"": ""Action""}",South Africa,Africa
29269,65227,34972884,/m/0hzg5l0,Mwansa the Great,2011-05-29,,23.0,{},"{""/m/02hmvc"": ""Short Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure""}",Zambia,Africa
29478,65678,21425547,/m/05f9krw,The Leech,1956-01-09,,126.0,"{""/m/0jzc"": ""Arabic Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white""}",Egypt,Africa
29521,65775,6845157,/m/0gs7wq,Starship Troopers 3: Marauder,2008-07-19,,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action""}",South Africa,Africa
29580,65899,27773878,/m/0cc9v8n,Al-Mashbouh,1981-07-20,,125.0,"{""/m/0jzc"": ""Arabic Language""}","{""/m/02l7c8"": ""Romance Film""}",Egypt,Africa
29599,65931,35013030,/m/0j66q21,The Silver Fez,2009-12-10,,83.0,{},"{""/m/0jtdp"": ""Documentary""}",South Africa,Africa
30404,67727,35591483,/m/0jl0vp9,How to Steal 2 Million,2011-09-02,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/01jfsb"": ""Thriller""}",South Africa,Africa
30580,68092,20777420,/m/0581vn8,District 9,2009-08-13,210816205.0,112.0,"{""/m/0gndv"": ""Zulu Language"", ""/m/0nl8g"": ""Xhosa Language"", ""/m/0x82"": ""Afrikaans Language"", ""/m/01vp3n"": ""Sotho language"", ""/m/02h40lc"": ""English Language"", ""/m/02fpb9"": ""Chewa language""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03q4nz"": ""World cinema"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action"", ""/m/0cq23f0"": ""Sci-Fi Adventure""}",South Africa,Africa
