0
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, 2)"
"(None, 1)"
"(1, 6)"
"(13, 46)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(3, 6)"
"(None, 2)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(3, 1)"
"(None, None)"
"(None, 7)"
"(None, 1)"
"(None, 3)"
"(None, None)"
"(None, None)"
"(4, 1)"
"(None, None)"
"(None, 3)"
"(None, 2)"
"(1, 8)"
"(5, 2)"
"(1, 3)"
"(27, 47)"
"(None, 1)"
"(1, 1)"
"(1, 1)"
"(2, 3)"
"(None, 6)"
"(2, 3)"
"(None, None)"
"(None, None)"
"(None, 2)"
"(None, None)"
"(3, 22)"
"(None, None)"
"(None, None)"
"(3, 3)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(None, 2)"
"(4, 1)"
"(4, 14)"
"(9, 2)"
"(3, 4)"
"(2, 3)"
"(None, None)"
"(5, 11)"
"(None, None)"
"(None, 4)"
"(3, 1)"
"(None, 2)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(3, 2)"
"(None, None)"
"(1, 2)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(1, 4)"
"(None, None)"
"(None, None)"
"(1, 5)"
"(None, None)"
"(None, None)"
"(None, 2)"
"(None, None)"
"(39, 59)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(2, 5)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 4)"
"(None, None)"
"(7, 6)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(2, 1)"
"(None, None)"
"(None, None)"
"(2, 2)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 3)"
"(1, 1)"
"(None, 1)"
"(None, None)"
"(6, 29)"
"(None, None)"
"(1, 11)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(1, 7)"
"(None, None)"
"(None, None)"
"(9, 38)"
"(None, None)"
"(None, None)"
"(4, 10)"
"(None, None)"
"(None, None)"
"(3, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(1, 1)"
"(2, 2)"
"(25, 13)"
"(1, 6)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 3)"
"(3, 2)"
"(None, None)"
"(None, 2)"
"(None, None)"
"(3, 2)"
"(None, None)"
"(None, None)"
"(2, 1)"
"(None, None)"
"(13, 8)"
"(None, None)"
"(None, None)"
"(None, None)"
"(3, 20)"
"(None, None)"
"(None, None)"
"(6, 22)"
"(3, 3)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(3, 2)"
"(None, None)"
"(None, 3)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(18, 47)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 4)"
"(6, 5)"
"(None, None)"
"(None, 3)"
"(None, None)"
"(None, 10)"
"(1, 4)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 7)"
"(None, None)"
"(4, 7)"
"(2, 1)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(1, 1)"
"(None, 1)"
"(1, 5)"
"(None, None)"
"(None, None)"
"(1, 10)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 4)"
"(None, None)"
"(3, 9)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, 7)"
"(4, 20)"
"(7, 4)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(2, 1)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, 2)"
"(None, 4)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(8, 10)"
"(1, 2)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 5)"
"(2, 4)"
"(8, 4)"
"(None, None)"
"(None, None)"
"(2, 1)"
"(None, 4)"
"(2, 3)"
"(None, None)"
"(None, 1)"
"(None, 1)"
"(9, 17)"
"(20, 30)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(3, 3)"
"(1, 4)"
"(1, 5)"
"(None, None)"
"(3, 7)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(4, 6)"
"(None, None)"
"(2, 2)"
"(1, 4)"
"(47, 40)"
"(1, 1)"
"(2, 4)"
"(None, 2)"
"(1, 4)"
"(1, 1)"
"(None, None)"
"(1, 5)"
"(None, None)"
"(None, None)"
"(3, 4)"
"(None, 1)"
"(None, None)"
"(None, 1)"
"(2, 7)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 2)"
"(1, 1)"
"(11, 6)"
"(None, 1)"
"(None, None)"
"(1, 3)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(6, 6)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, 2)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(2, 5)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(4, 5)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(2, 1)"
"(3, 6)"
"(None, None)"
"(5, 5)"
"(None, None)"
"(None, None)"
"(None, None)"
"(20, 67)"
"(15, 22)"
"(3, 11)"
"(None, 3)"
"(9, 10)"
"(None, None)"
"(None, 2)"
"(10, 24)"
"(None, 1)"
"(None, None)"
"(9, 21)"
"(4, 7)"
"(None, 2)"
"(None, None)"
"(None, 2)"
"(None, None)"
"(5, 4)"
"(2, 9)"
"(None, None)"
"(2, 5)"
"(2, 7)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(6, 13)"
"(1, 4)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(33, 43)"
"(5, 5)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(78, 230)"
"(None, None)"
"(3, 4)"
"(5, 5)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, 7)"
"(2, 2)"
"(None, 2)"
"(None, None)"
"(1, 1)"
"(3, 3)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(6, 8)"
"(4, 13)"
"(None, None)"
"(1, 3)"
"(None, None)"
"(None, 3)"
"(None, 2)"
"(None, None)"
"(8, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(4, 7)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 3)"
"(8, 19)"
"(1, 1)"
"(6, 18)"
"(3, 7)"
"(2, 3)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 2)"
"(None, 2)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 5)"
"(None, None)"
"(None, None)"
"(2, 1)"
"(None, None)"
"(2, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(3, 3)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(18, 23)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, 1)"
"(1, 1)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(None, 5)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(1, 1)"
"(1, 6)"
"(2, 1)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(3, 15)"
"(None, None)"
"(7, 3)"
"(2, 2)"
"(None, None)"
"(10, 15)"
"(None, None)"
"(None, None)"
"(None, None)"
"(3, 1)"
"(None, 3)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, 2)"
"(2, 7)"
"(None, None)"
"(None, 8)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(5, 4)"
"(None, None)"
"(1, 8)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 7)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(19, 22)"
"(1, 2)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(7, 1)"
"(1, 1)"
"(None, None)"
"(None, 2)"
"(10, 17)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(3, 2)"
"(2, 9)"
"(5, 17)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, 2)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(4, 6)"
"(14, 11)"
"(None, None)"
"(2, 1)"
"(None, None)"
"(None, 5)"
"(None, None)"
"(None, None)"
"(None, None)"
"(8, 16)"
"(1, 5)"
"(1, 2)"
"(None, 1)"
"(9, 6)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(14, 28)"
"(6, 8)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(10, 43)"
"(3, 15)"
"(1, 1)"
"(18, 40)"
"(8, 12)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 8)"
"(None, 1)"
"(None, None)"
"(2, 3)"
"(None, 1)"
"(None, None)"
"(1, 8)"
"(4, 3)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 2)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(2, 9)"
"(None, None)"
"(None, None)"
"(2, 2)"
"(None, None)"
"(2, 2)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(11, 6)"
"(None, 1)"
"(1, 2)"
"(None, None)"
"(None, None)"
"(None, None)"
"(2, 4)"
"(None, None)"
"(46, 52)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(1, 2)"
"(None, 1)"
"(None, 3)"
"(None, 2)"
"(None, None)"
"(4, 7)"
"(None, None)"
"(2, 13)"
"(None, 2)"
"(None, None)"
"(None, 3)"
"(1, 2)"
"(5, 52)"
"(6, 10)"
"(None, None)"
"(None, None)"
"(None, None)"
"(2, 1)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(11, 13)"
"(None, None)"
"(25, 8)"
"(1, 2)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(3, 7)"
"(None, None)"
"(2, 2)"
"(4, 5)"
"(None, None)"
"(4, 4)"
"(None, 1)"
"(None, None)"
"(9, 21)"
"(None, None)"
"(None, None)"
"(3, 8)"
"(None, None)"
"(2, 3)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(2, 10)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, 2)"
"(None, 3)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 2)"
"(1, 1)"
"(2, 7)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(17, 18)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(None, 2)"
"(None, None)"
"(None, 1)"
"(None, 2)"
"(None, None)"
"(1, 2)"
"(3, 1)"
"(None, 5)"
"(None, None)"
"(None, None)"
"(11, 14)"
"(None, None)"
"(None, None)"
"(11, 22)"
"(3, 3)"
"(7, 13)"
"(None, None)"
"(3, 16)"
"(11, 1)"
"(None, None)"
"(9, 10)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(8, 13)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(1, 4)"
"(None, None)"
"(34, 34)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(2, 2)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 2)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(1, 5)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(4, 8)"
"(4, 8)"
"(None, None)"
"(11, 17)"
"(122, 384)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(27, 25)"
"(9, 9)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(2, 2)"
"(None, 3)"
"(None, 2)"
"(None, None)"
"(None, None)"
"(None, 5)"
"(1, 7)"
"(None, None)"
"(12, 9)"
"(1, 6)"
"(None, None)"
"(6, 4)"
"(None, None)"
"(10, 23)"
"(1, 1)"
"(None, 5)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(3, 11)"
"(None, 1)"
"(None, 3)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(7, 45)"
"(None, None)"
"(1, 1)"
"(2, 13)"
"(1, 3)"
"(5, 1)"
"(4, 4)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(3, 4)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(7, 7)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(21, 33)"
"(None, None)"
"(4, 11)"
"(None, None)"
"(None, None)"
"(1, 8)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(91, 86)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(6, 30)"
"(None, None)"
"(5, 6)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(17, 7)"
"(None, 1)"
"(5, 1)"
"(5, 9)"
"(None, 2)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(7, 17)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 3)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 3)"
"(None, None)"
"(None, None)"
"(None, 10)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, 11)"
"(None, None)"
"(None, None)"
"(None, None)"
"(38, 39)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(1, 6)"
"(None, None)"
"(None, None)"
"(14, 5)"
"(None, None)"
"(2, 3)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(2, 3)"
"(None, None)"
"(None, None)"
"(1, 9)"
"(1, 5)"
"(4, 4)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(2, 9)"
"(None, None)"
"(None, None)"
"(None, 2)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(1, 1)"
"(None, None)"
"(None, 3)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(2, 5)"
"(4, 1)"
"(None, 1)"
"(None, None)"
"(2, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(3, 2)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 4)"
"(None, 3)"
"(2, 5)"
"(12, 10)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 2)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(3, 3)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, 3)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(2, 3)"
"(2, 1)"
"(4, 4)"
"(2, 2)"
"(None, None)"
"(None, 4)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(3, 2)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(12, 10)"
"(None, 2)"
"(45, 54)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(2, 4)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(11, 1)"
"(None, 2)"
"(1, 1)"
"(4, 19)"
"(1, 1)"
"(4, 5)"
"(None, 1)"
"(2, 9)"
"(4, 8)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, 4)"
"(None, 4)"
"(4, 1)"
"(3, 8)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(3, 11)"
"(1, 6)"
"(14, 12)"
"(None, None)"
"(None, None)"
"(3, 8)"
"(None, None)"
"(None, 2)"
"(None, None)"
"(1, 6)"
"(4, 7)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(15, 23)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(2, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, 7)"
"(None, None)"
"(1, 1)"
"(None, 2)"
"(None, None)"
"(None, None)"
"(2, 2)"
"(None, None)"
"(1, 1)"
"(None, 1)"
"(None, None)"
"(None, 2)"
"(None, 4)"
"(None, None)"
"(None, None)"
"(None, None)"
"(4, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(4, 5)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(12, 13)"
"(None, None)"
"(None, None)"
"(4, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(7, 8)"
"(2, 3)"
"(None, None)"
"(2, 2)"
"(None, 12)"
"(None, 1)"
"(11, 6)"
"(None, None)"
"(None, 7)"
"(25, 53)"
"(1, 6)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, 4)"
"(None, None)"
"(None, None)"
"(4, 6)"
"(None, 1)"
"(None, 1)"
"(2, 2)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(4, 7)"
"(None, None)"
"(17, 64)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(None, 2)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(None, 2)"
"(None, None)"
"(4, 1)"
"(None, None)"
"(None, None)"
"(2, 1)"
"(None, None)"
"(None, None)"
"(None, 3)"
"(None, 2)"
"(None, 1)"
"(1, 1)"
"(1, 1)"
"(None, None)"
"(1, 2)"
"(None, 4)"
"(5, 1)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(2, 1)"
"(None, 11)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(11, 48)"
"(12, 12)"
"(5, 1)"
"(None, 2)"
"(6, 7)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(5, 9)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(4, 4)"
"(1, 1)"
"(None, None)"
"(38, 30)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(4, 7)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(114, 399)"
"(None, None)"
"(None, None)"
"(1, 3)"
"(None, None)"
"(None, 2)"
"(None, None)"
"(None, 1)"
"(1, 4)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(9, 3)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(13, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 2)"
"(None, None)"
"(None, 2)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(2, 2)"
"(None, None)"
"(9, 2)"
"(None, 1)"
"(None, None)"
"(3, 1)"
"(8, 3)"
"(None, None)"
"(None, None)"
"(3, 5)"
"(None, 2)"
"(None, None)"
"(None, None)"
"(None, 3)"
"(2, 6)"
"(3, 10)"
"(13, 5)"
"(None, None)"
"(4, 9)"
"(1, 11)"
"(2, 2)"
"(None, 4)"
"(1, 5)"
"(1, 2)"
"(None, None)"
"(None, 2)"
"(3, 4)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, 1)"
"(51, 47)"
"(None, None)"
"(None, None)"
"(None, None)"
"(2, 2)"
"(None, None)"
"(None, None)"
"(1, 4)"
"(11, 23)"
"(1, 8)"
"(None, None)"
"(1, 1)"
"(None, 4)"
"(None, 4)"
"(2, 2)"
"(None, None)"
"(1, 1)"
"(7, 7)"
"(None, None)"
"(None, None)"
"(4, 1)"
"(None, None)"
"(None, 1)"
"(None, 1)"
"(None, 1)"
"(None, None)"
"(None, 1)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(None, None)"
"(1, 1)"
"(None, None)"
"(None, None)"
"(5, 5)"
"(None, None)"
